student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group
451,bachelor of information technology,Return to Study,Academic Caution,0,Essential Skills,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,36.26,43.47,62.58,20.28,60,Access,Attendance,CP1402,60.14,53.99,41.74,46.33,67,Access,Non Submission,CP1404,18.12,89.94,44.2,73.01,92,No Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Poor time management,IT
452,bachelor of information technology,Return to Study,At Risk,CP1406,Writing,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,36.04,45.93,65.6,84.96,69,Access,Attendance,CP1402,27.11,99.87,81.13,60.64,26,Access,Non Submission,CP1404,67.99,78.57,29.47,10.36,91,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Mental health,IT
453,bachelor of information technology,LOA,Excluded,0,4R Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,44.25,13.14,52.92,78.99,93,Access,Concern for Welfare,CP1402,27.7,1.62,51.07,47.66,33,Access,Concern for Welfare,CP1404,71.37,63.31,20.42,72.95,62,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment,IT
454,bachelor of information technology,Excluded,Satisfactory,0,Writing,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,16.32,5.29,83.33,29.76,39,No Access,Attendance,CP1402,75.36,91.17,19.42,40.03,42,Access,Attendance,CP1404,58.88,12.93,71.29,8.02,23,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment,IT
455,bachelor of information technology,Return to Study,Academic Caution,CP1407,4R Essential Skills,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,86.57,38.86,91.3,55.06,98,Access,Concern for Welfare,CP1402,54.76,28.98,66.32,49.81,39,Access,Attendance,CP1404,36.34,42.34,38.41,89.79,100,No Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Sickness,IT
456,bachelor of information technology,First year,Academic Caution,CP1407,Referencing,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,46.13,30.56,36.62,51.91,92,No Access,Non Submission,CP1402,91.43,52.73,75.25,42.59,1,Access,Non Submission,CP1404,23.75,29.05,7.4,36.76,88,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management,IT
457,bachelor of information technology,Return to Study,Satisfactory,0,Writing,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,93.1,6.27,10.27,44.81,39,No Access,Non Submission,CP1402,98.78,36.54,35.53,79.58,40,Access,Attendance,CP1404,69.89,19.8,56.51,68.07,99,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management,IT
458,bachelor of information technology,Return to Study,Excluded,0,4R Essential Skills,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,64.21,64.13,31.54,61.41,24,No Access,Attendance,CP1402,16.45,23.72,69.17,2.47,52,Access,Non Submission,CP1404,88.0,42.94,40.84,37.48,63,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health,IT
459,bachelor of information technology,Continuing,Satisfactory,0,Referencing,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,18.69,98.72,26.37,6.72,5,No Access,Concern for Welfare,CP1402,78.62,25.01,64.82,65.19,86,Access,Concern for Welfare,CP1404,90.09,97.09,55.11,75.89,43,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,IT
460,bachelor of information technology,Excluded,Academic Caution,CP1404,Essential Skills,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,CP1401,89.1,61.21,14.05,52.38,62,No Access,Attendance,CP1402,86.96,83.9,28.68,38.57,33,Access,Non Submission,CP1404,83.08,54.35,61.03,94.66,24,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness,IT
461,bachelor of information technology,SRI to JCUB,Conditional,0,Writing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP1401,21.47,31.5,13.71,40.12,5,Access,Attendance,CP1402,66.27,99.41,72.81,54.15,21,No Access,Attendance,CP1404,71.26,27.83,28.22,73.43,32,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family,IT
462,bachelor of information technology,Return to Study,At Risk,0,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,39.12,68.14,3.42,96.58,42,Access,Non Submission,CP1402,79.1,92.07,23.28,35.79,27,Access,Non Submission,CP1404,39.87,67.2,48.71,76.21,55,No Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Death in family,IT
463,bachelor of information technology,Return to Study,Satisfactory,CP1406,Studiocity,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,38.18,85.14,95.46,58.85,33,No Access,Attendance,CP1402,83.01,9.3,25.1,73.15,71,Access,Non Submission,CP1404,15.94,35.95,77.94,31.88,94,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management,IT
464,bachelor of information technology,Continuing,At Risk,0,4R Essential Skills,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,99.25,70.94,54.67,80.32,70,No Access,Non Submission,CP1402,19.47,44.27,5.49,73.3,51,Access,Non Submission,CP1404,86.3,41.56,52.55,18.21,1,No Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment,IT
465,bachelor of information technology,LOA,Conditional,0,Studiocity,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,49.71,0.44,68.64,86.45,17,Access,Non Submission,CP1402,66.62,3.08,55.38,60.78,68,No Access,Concern for Welfare,CP1404,28.3,53.02,88.87,68.38,25,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,IT
466,master of professional accounting,Continuing,Satisfactory,3,Studiocity,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,67.04,98.16,50.92,93.83,15,Access,Concern for Welfare,CO5103,9.28,6.6,17.03,47.24,0,No Access,Attendance,CO5109,46.31,66.39,51.77,17.74,8,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness,Non-IT
467,master of professional accounting,Return to Study,Conditional,2,Essential Skills,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,8.49,14.14,60.01,73.74,3,Access,Non Submission,CO5103,2.25,51.5,73.17,99.79,34,Access,Attendance,CO5109,46.0,30.75,32.95,99.88,19,No Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management,Non-IT
468,master of professional accounting,SRI to JCUB,At Risk,0,Referencing,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,69.14,63.01,78.42,15.01,90,Access,Concern for Welfare,CO5103,94.21,24.58,37.05,31.61,61,Access,Attendance,CO5109,79.61,44.84,41.42,73.71,100,No Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health,Non-IT
469,master of professional accounting,SRI to JCUB,Satisfactory,0,Essential Skills,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,71.7,13.53,61.83,31.75,91,No Access,Concern for Welfare,CO5103,62.31,80.75,2.26,51.02,98,Access,Concern for Welfare,CO5109,78.35,50.33,53.84,86.89,96,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family,Non-IT
470,master of professional accounting,Transferred,Academic Caution,2,Studiocity,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,42.06,69.25,24.89,80.88,8,Access,Attendance,CO5103,97.07,84.34,48.45,10.58,88,Access,Attendance,CO5109,56.99,8.2,96.62,57.82,57,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT
471,master of professional accounting,Transferred,Excluded,0,Writing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,73.39,97.96,29.57,3.39,28,No Access,Attendance,CO5103,90.17,86.28,69.17,7.62,67,No Access,Non Submission,CO5109,83.28,27.35,11.51,42.03,3,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness,Non-IT
472,master of professional accounting,Continuing,At Risk,1,Essential Skills and Reading,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,52.06,30.68,74.79,51.3,92,Access,Concern for Welfare,CO5103,79.98,22.44,9.58,1.09,80,Access,Non Submission,CO5109,38.73,22.56,19.49,30.9,10,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness,Non-IT
473,master of professional accounting,Return to Study,Excluded,0,4R Essential Skills,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,74.46,56.17,6.84,32.26,96,Access,Attendance,CO5103,13.44,88.4,70.59,7.33,82,Access,Concern for Welfare,CO5109,22.37,67.67,54.81,3.52,7,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Poor time management,Non-IT
474,master of professional accounting,Excluded,Academic Caution,0,Referencing,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,62.33,14.38,10.2,73.74,46,No Access,Concern for Welfare,CO5103,3.4,91.55,95.9,56.74,61,Access,Attendance,CO5109,75.15,45.27,7.8,84.05,30,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,Non-IT
475,master of professional accounting,Transferred,Excluded,0,Writing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,68.95,45.3,70.31,7.87,74,Access,Concern for Welfare,CO5103,93.68,50.05,8.71,17.06,25,Access,Non Submission,CO5109,7.49,42.45,79.38,67.02,75,No Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor time management,Non-IT
476,master of professional accounting,Excluded,Excluded,0,Essential Skills and Reading,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,21.39,30.4,34.93,61.1,7,Access,Non Submission,CO5103,35.92,78.4,12.15,85.46,41,Access,Non Submission,CO5109,52.77,61.63,77.73,34.75,67,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT
477,master of professional accounting,SRI to JCUB,Excluded,0,Writing,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,50.38,77.37,95.91,36.93,41,Access,Non Submission,CO5103,83.91,22.53,60.43,6.18,31,Access,Attendance,CO5109,20.13,41.05,65.83,86.82,81,No Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental health,Non-IT
478,master of professional accounting,LOA,Excluded,0,Essential Skills and Reading,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,86.96,44.85,95.45,42.27,59,Access,Attendance,CO5103,10.09,14.55,0.88,41.95,8,No Access,Concern for Welfare,CO5109,49.21,12.5,25.31,22.49,49,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family,Non-IT
479,master of professional accounting,Excluded,Conditional,0,Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,22.55,89.62,45.11,15.23,94,Access,Attendance,CO5103,49.8,57.27,8.91,54.39,45,Access,Non Submission,CO5109,19.44,37.14,51.62,30.86,13,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health,Non-IT
480,master of professional accounting,LOA,Academic Caution,0,Referencing,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,94.64,47.7,67.25,3.52,42,Access,Attendance,CO5103,88.35,97.59,62.99,1.51,10,Access,Attendance,CO5109,79.77,98.97,31.22,63.32,66,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment,Non-IT
481,master of professional accounting,Return to Study,Academic Caution,2,Writing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,53.4,65.87,88.98,50.43,12,No Access,Non Submission,CO5103,58.41,33.91,89.84,50.1,89,Access,Attendance,CO5109,24.98,43.54,29.92,74.55,71,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Sickness,Non-IT
482,master of professional accounting,Return to Study,At Risk,0,Essential Skills,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,53.96,13.81,12.23,84.83,54,Access,Concern for Welfare,CO5103,45.63,87.02,73.24,59.11,29,No Access,Non Submission,CO5109,45.61,30.63,67.57,90.51,75,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment,Non-IT
483,master of professional accounting,Transferred,Academic Caution,0,Writing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,87.06,73.96,5.52,23.49,75,No Access,Non Submission,CO5103,29.71,87.47,42.11,26.52,33,Access,Attendance,CO5109,37.27,31.85,66.21,84.09,46,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment,Non-IT
484,master of professional accounting,Transferred,At Risk,1,Essential Skills,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,89.3,37.35,73.81,44.33,66,No Access,Attendance,CO5103,74.06,45.45,13.04,94.51,23,Access,Non Submission,CO5109,89.36,69.08,97.46,61.08,63,Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Mental health,Non-IT
485,master of professional accounting,New,Conditional,0,Essential Skills,Student Counsellor,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,75.64,81.28,73.66,42.14,94,Access,Attendance,CO5103,18.35,50.08,84.5,7.43,80,Access,Concern for Welfare,CO5109,36.33,54.57,64.55,94.1,85,No Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Sickness,Non-IT
486,master of professional accounting,Return to Study,At Risk,0,Essential Skills and Reading,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,41.5,60.98,22.15,82.72,6,Access,Non Submission,CO5103,82.34,73.17,1.09,91.06,76,Access,Non Submission,CO5109,22.48,67.79,66.18,57.3,6,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment,Non-IT
487,master of professional accounting,Continuing,Excluded,0,Essential Skills,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,57.53,76.22,9.84,11.16,46,No Access,Non Submission,CO5103,9.84,72.41,50.5,71.01,85,No Access,Concern for Welfare,CO5109,74.66,44.37,45.37,64.86,3,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family,Non-IT
