student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_4_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues
422,Bachelor of Information Technology,LOA,Academic Caution,,Referencing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,82.51,2.92,29.55,39.74,45,Access,Attendance,,0.71,12.83,51.98,71.0,57,Access,Attendance,,29.74,24.25,29.54,47.8,51,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management
423,Bachelor of Information Technology,LOA,Excluded,,4R Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,81.04,15.7,1.99,52.11,83,Access,Attendance,,69.95,85.46,32.1,92.28,34,Access,Attendance,,24.11,30.12,55.73,52.52,51,No Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment
424,Bachelor of Information Technology,LOA,Academic Caution,,Essential Skills and Reading,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,,95.42,43.14,16.83,21.48,80,Access,Attendance,,34.02,43.23,53.93,28.22,36,Access,Concern for Welfare,,15.32,45.15,4.7,68.95,56,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness
425,Bachelor of Information Technology,LOA,Conditional,,Referencing,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,53.14,19.81,66.58,67.82,27,Access,Concern for Welfare,,69.7,82.19,18.44,60.67,81,No Access,Attendance,,47.43,17.74,81.32,95.57,99,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Sickness
426,Bachelor of Information Technology,Excluded,Satisfactory,,Essential Skills and Reading,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,59.73,72.67,2.55,58.24,50,Access,Attendance,,55.5,95.38,15.36,6.8,55,Access,Non Submission,,70.49,26.17,31.19,37.95,12,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management
427,Bachelor of Information Technology,First year,Academic Caution,,Essential Skills,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,55.14,77.79,77.05,76.74,49,Access,Attendance,,32.8,27.03,47.18,65.03,46,No Access,Concern for Welfare,,11.69,76.4,49.06,39.4,17,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family
428,Bachelor of Information Technology,Excluded,Excluded,,Studiocity,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,39.33,34.99,99.08,65.63,43,Access,Concern for Welfare,,19.2,9.08,22.2,3.15,0,No Access,Concern for Welfare,,82.01,0.97,78.27,67.37,57,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family
429,Bachelor of Information Technology,Excluded,Satisfactory,,Essential Skills and Reading,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,53.35,53.62,86.39,27.42,91,Access,Attendance,,12.55,77.07,25.57,88.16,45,Access,Attendance,,99.4,79.75,29.01,28.48,6,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental health
430,Bachelor of Information Technology,Excluded,Satisfactory,,Essential Skills and Reading,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,,33.76,27.77,53.89,83.24,40,Access,Non Submission,,97.26,9.87,34.87,15.79,26,Access,Non Submission,,99.2,4.5,66.69,5.61,86,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management
431,Bachelor of Information Technology,New,Excluded,,Referencing,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,91.2,89.66,86.77,8.67,71,No Access,Concern for Welfare,,96.75,74.39,89.14,89.23,57,Access,Concern for Welfare,,34.1,39.54,17.58,64.22,21,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family
432,Bachelor of Information Technology,Excluded,At Risk,CP1401,Essential Skills,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,28.86,96.61,67.15,95.96,29,Access,Concern for Welfare,,44.4,80.35,13.9,82.52,70,No Access,Concern for Welfare,,59.03,42.24,46.16,33.71,84,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment
433,Bachelor of Information Technology,Continuing,At Risk,CP1401,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,62.26,82.35,48.98,10.78,95,No Access,Attendance,,75.99,84.97,32.28,4.12,37,No Access,Non Submission,,55.8,30.24,78.6,90.04,16,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health
434,Bachelor of Information Technology,LOA,Academic Caution,,Referencing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,62.46,74.11,79.41,23.05,82,No Access,Non Submission,,38.31,46.41,87.73,40.18,48,Access,Concern for Welfare,,15.82,99.4,0.98,21.02,1,No Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Poor time management
435,Bachelor of Information Technology,Excluded,Satisfactory,,Essential Skills,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,63.51,45.79,93.63,26.45,67,Access,Non Submission,,52.79,29.48,64.05,89.54,16,Access,Non Submission,,22.31,94.76,30.39,30.92,39,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management
436,Bachelor of Information Technology,Return to Study,At Risk,CP1404,4R Essential Skills,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,66.68,40.71,31.82,69.26,21,Access,Concern for Welfare,,37.13,61.32,57.04,50.53,1,Access,Non Submission,,77.79,80.68,30.17,86.48,55,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment
437,Bachelor of Information Technology,First year,Satisfactory,,4R Essential Skills,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,43.1,51.63,40.97,94.71,82,Access,Non Submission,,20.34,10.44,14.02,91.41,33,Access,Non Submission,,91.93,43.23,74.65,20.5,47,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family
438,Bachelor of Information Technology,First year,Conditional,,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,73.79,40.73,95.73,57.69,71,No Access,Concern for Welfare,,54.32,17.48,79.85,67.08,72,No Access,Attendance,,87.81,60.41,36.93,67.66,30,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management
439,Bachelor of Information Technology,Return to Study,Satisfactory,,Writing,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,20.05,85.17,98.21,16.09,36,Access,Non Submission,,74.68,84.23,40.49,93.29,63,Access,Non Submission,,77.03,2.93,43.15,92.83,1,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Death in family
440,Bachelor of Information Technology,Excluded,At Risk,CP1404,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,42.1,54.37,78.7,21.3,1,Access,Attendance,,95.21,42.54,81.64,91.63,51,No Access,Attendance,,86.92,51.34,77.34,96.51,41,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health
441,Bachelor of Information Technology,Continuing,Conditional,,Referencing,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,98.97,28.39,43.57,21.12,98,Access,Attendance,,59.97,44.07,72.97,73.84,48,Access,Concern for Welfare,,74.46,63.44,30.35,40.15,93,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness
442,Bachelor of Information Technology,First year,Satisfactory,,Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,2.92,96.33,57.72,4.82,18,Access,Non Submission,,34.53,48.79,25.73,88.85,19,No Access,Non Submission,,68.24,60.48,8.05,48.0,25,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment
443,Bachelor of Information Technology,First year,Satisfactory,,Essential Skills and Reading,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,49.6,3.31,9.95,53.89,40,Access,Non Submission,,57.94,18.58,26.49,83.21,95,No Access,Concern for Welfare,,97.0,94.77,52.63,1.44,95,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor time management
444,Bachelor of Information Technology,Return to Study,Satisfactory,,Referencing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,12.82,92.6,5.46,79.31,14,Access,Non Submission,,85.08,55.08,0.48,17.23,18,No Access,Non Submission,,43.59,67.76,19.27,83.14,90,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management
445,Bachelor of Information Technology,Excluded,Satisfactory,,4R Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,99.57,12.43,90.32,48.84,53,No Access,Non Submission,,18.28,10.92,35.66,1.62,50,Access,Non Submission,,61.47,32.47,55.84,81.06,79,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Death in family
446,Bachelor of Information Technology,Return to Study,At Risk,CP1404,Referencing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,7.97,30.16,81.6,70.87,81,Access,Attendance,,22.78,47.09,90.36,34.63,31,No Access,Non Submission,,68.23,55.52,5.39,81.51,78,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness
447,Bachelor of Information Technology,First year,At Risk,CP1407,Studiocity,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,89.54,72.47,92.27,46.72,79,Access,Attendance,,97.83,80.77,96.38,11.16,97,Access,Concern for Welfare,,26.3,98.62,37.57,66.79,40,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness
448,Bachelor of Information Technology,Excluded,Academic Caution,CP1404,Studiocity,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,11.82,39.66,40.03,49.95,73,No Access,Attendance,,3.14,22.24,1.8,94.41,96,Access,Non Submission,,75.41,32.98,97.94,63.74,41,No Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Death in family
449,Bachelor of Information Technology,Continuing,At Risk,,Writing,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,40.36,2.53,58.87,99.8,42,No Access,Concern for Welfare,,72.41,59.15,26.54,75.32,68,Access,Non Submission,,85.97,63.05,55.02,62.73,48,No Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
450,Bachelor of Information Technology,LOA,Academic Caution,,Essential Skills and Reading,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,70.21,62.19,78.58,54.16,81,Access,Attendance,,22.52,37.65,66.6,30.44,97,Access,Non Submission,,97.89,18.42,5.45,90.95,52,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management
451,Bachelor of Information Technology,Return to Study,Academic Caution,,Essential Skills,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,36.26,43.47,62.58,20.28,60,Access,Attendance,,60.14,53.99,41.74,46.33,67,Access,Non Submission,,18.12,89.94,44.2,73.01,92,No Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Poor time management
452,Bachelor of Information Technology,Return to Study,At Risk,CP1406,Writing,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,36.04,45.93,65.6,84.96,69,Access,Attendance,,27.11,99.87,81.13,60.64,26,Access,Non Submission,,67.99,78.57,29.47,10.36,91,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Mental health
453,Bachelor of Information Technology,LOA,Excluded,,4R Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,44.25,13.14,52.92,78.99,93,Access,Concern for Welfare,,27.7,1.62,51.07,47.66,33,Access,Concern for Welfare,,71.37,63.31,20.42,72.95,62,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment
454,Bachelor of Information Technology,Excluded,Satisfactory,,Writing,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,16.32,5.29,83.33,29.76,39,No Access,Attendance,,75.36,91.17,19.42,40.03,42,Access,Attendance,,58.88,12.93,71.29,8.02,23,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment
455,Bachelor of Information Technology,Return to Study,Academic Caution,CP1407,4R Essential Skills,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,86.57,38.86,91.3,55.06,98,Access,Concern for Welfare,,54.76,28.98,66.32,49.81,39,Access,Attendance,,36.34,42.34,38.41,89.79,100,No Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Sickness
456,Bachelor of Information Technology,First year,Academic Caution,CP1407,Referencing,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,46.13,30.56,36.62,51.91,92,No Access,Non Submission,,91.43,52.73,75.25,42.59,1,Access,Non Submission,,23.75,29.05,7.4,36.76,88,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
457,Bachelor of Information Technology,Return to Study,Satisfactory,,Writing,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,93.1,6.27,10.27,44.81,39,No Access,Non Submission,,98.78,36.54,35.53,79.58,40,Access,Attendance,,69.89,19.8,56.51,68.07,99,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management
